runid,m,eff_pop,n_pops,n_alleles
4101,0.1,300,100,5
4102,0.1,300,100,5
4103,0.1,300,100,5
4104,0.1,300,100,5
4105,0.1,300,100,5
4106,0.1,300,100,5
4107,0.1,300,100,5
4108,0.1,300,100,5
4109,0.1,300,100,5
4110,0.1,300,100,5
4111,0.1,300,100,5
4112,0.1,300,100,5
4113,0.1,300,100,5
4114,0.1,300,100,5
4115,0.1,300,100,5
4116,0.1,300,100,5
4117,0.1,300,100,5
4118,0.1,300,100,5
4119,0.1,300,100,5
4120,0.1,300,100,5
4121,0.1,300,100,5
4122,0.1,300,100,5
4123,0.1,300,100,5
4124,0.1,300,100,5
4125,0.1,300,100,5
4126,0.1,300,100,5
4127,0.1,300,100,5
4128,0.1,300,100,5
4129,0.1,300,100,5
4130,0.1,300,100,5
4131,0.1,300,100,5
4132,0.1,300,100,5
4133,0.1,300,100,5
4134,0.1,300,100,5
4135,0.1,300,100,5
4136,0.1,300,100,5
4137,0.1,300,100,5
4138,0.1,300,100,5
4139,0.1,300,100,5
4140,0.1,300,100,5
4141,0.1,300,100,5
4142,0.1,300,100,5
4143,0.1,300,100,5
4144,0.1,300,100,5
4145,0.1,300,100,5
4146,0.1,300,100,5
4147,0.1,300,100,5
4148,0.1,300,100,5
4149,0.1,300,100,5
4150,0.1,1000,100,5
4151,0.1,1000,100,5
4152,0.1,1000,100,5
4153,0.1,1000,100,5
4154,0.1,1000,100,5
4155,0.1,1000,100,5
4156,0.1,1000,100,5
4157,0.1,1000,100,5
4158,0.1,1000,100,5
4159,0.1,1000,100,5
4160,0.1,1000,100,5
4161,0.1,1000,100,5
4162,0.1,1000,100,5
4163,0.1,1000,100,5
4164,0.1,1000,100,5
4165,0.1,1000,100,5
4166,0.1,1000,100,5
4167,0.1,1000,100,5
4168,0.1,1000,100,5
4169,0.1,1000,100,5
4170,0.1,1000,100,5
4171,0.1,1000,100,5
4172,0.1,1000,100,5
4173,0.1,1000,100,5
4174,0.1,1000,100,5
4175,0.1,1000,100,5
4176,0.1,1000,100,5
4177,0.1,1000,100,5
4178,0.1,1000,100,5
4179,0.1,1000,100,5
4180,0.1,1000,100,5
4181,0.1,1000,100,5
4182,0.1,1000,100,5
4183,0.1,1000,100,5
4184,0.1,1000,100,5
4185,0.1,1000,100,5
4186,0.1,1000,100,5
4187,0.1,1000,100,5
4188,0.1,1000,100,5
4189,0.1,1000,100,5
4190,0.1,1000,100,5
4191,0.1,1000,100,5
4192,0.1,1000,100,5
4193,0.1,1000,100,5
4194,0.1,1000,100,5
4195,0.1,1000,100,5
4196,0.1,1000,100,5
4197,0.1,1000,100,5
4198,0.1,1000,100,5
4199,0.1,1000,100,5
4200,0.1,30,10,10
4201,0.1,30,10,10
4202,0.1,30,10,10
4203,0.1,30,10,10
4204,0.1,30,10,10
4205,0.1,30,10,10
4206,0.1,30,10,10
4207,0.1,30,10,10
4208,0.1,30,10,10
4209,0.1,30,10,10
4210,0.1,30,10,10
4211,0.1,30,10,10
4212,0.1,30,10,10
4213,0.1,30,10,10
4214,0.1,30,10,10
4215,0.1,30,10,10
4216,0.1,30,10,10
4217,0.1,30,10,10
4218,0.1,30,10,10
4219,0.1,30,10,10
4220,0.1,30,10,10
4221,0.1,30,10,10
4222,0.1,30,10,10
4223,0.1,30,10,10
4224,0.1,30,10,10
4225,0.1,30,10,10
4226,0.1,30,10,10
4227,0.1,30,10,10
4228,0.1,30,10,10
4229,0.1,30,10,10
4230,0.1,30,10,10
4231,0.1,30,10,10
4232,0.1,30,10,10
4233,0.1,30,10,10
4234,0.1,30,10,10
4235,0.1,30,10,10
4236,0.1,30,10,10
4237,0.1,30,10,10
4238,0.1,30,10,10
4239,0.1,30,10,10
4240,0.1,30,10,10
4241,0.1,30,10,10
4242,0.1,30,10,10
4243,0.1,30,10,10
4244,0.1,30,10,10
4245,0.1,30,10,10
4246,0.1,30,10,10
4247,0.1,30,10,10
4248,0.1,30,10,10
4249,0.1,30,10,10
4250,0.1,100,10,10
4251,0.1,100,10,10
4252,0.1,100,10,10
4253,0.1,100,10,10
4254,0.1,100,10,10
4255,0.1,100,10,10
4256,0.1,100,10,10
4257,0.1,100,10,10
4258,0.1,100,10,10
4259,0.1,100,10,10
4260,0.1,100,10,10
4261,0.1,100,10,10
4262,0.1,100,10,10
4263,0.1,100,10,10
4264,0.1,100,10,10
4265,0.1,100,10,10
4266,0.1,100,10,10
4267,0.1,100,10,10
4268,0.1,100,10,10
4269,0.1,100,10,10
4270,0.1,100,10,10
4271,0.1,100,10,10
4272,0.1,100,10,10
4273,0.1,100,10,10
4274,0.1,100,10,10
4275,0.1,100,10,10
4276,0.1,100,10,10
4277,0.1,100,10,10
4278,0.1,100,10,10
4279,0.1,100,10,10
4280,0.1,100,10,10
4281,0.1,100,10,10
4282,0.1,100,10,10
4283,0.1,100,10,10
4284,0.1,100,10,10
4285,0.1,100,10,10
4286,0.1,100,10,10
4287,0.1,100,10,10
4288,0.1,100,10,10
4289,0.1,100,10,10
4290,0.1,100,10,10
4291,0.1,100,10,10
4292,0.1,100,10,10
4293,0.1,100,10,10
4294,0.1,100,10,10
4295,0.1,100,10,10
4296,0.1,100,10,10
4297,0.1,100,10,10
4298,0.1,100,10,10
4299,0.1,100,10,10
4300,0.1,300,10,10
4301,0.1,300,10,10
4302,0.1,300,10,10
4303,0.1,300,10,10
4304,0.1,300,10,10
4305,0.1,300,10,10
4306,0.1,300,10,10
4307,0.1,300,10,10
4308,0.1,300,10,10
4309,0.1,300,10,10
4310,0.1,300,10,10
4311,0.1,300,10,10
4312,0.1,300,10,10
4313,0.1,300,10,10
4314,0.1,300,10,10
4315,0.1,300,10,10
4316,0.1,300,10,10
4317,0.1,300,10,10
4318,0.1,300,10,10
4319,0.1,300,10,10
4320,0.1,300,10,10
4321,0.1,300,10,10
4322,0.1,300,10,10
4323,0.1,300,10,10
4324,0.1,300,10,10
4325,0.1,300,10,10
4326,0.1,300,10,10
4327,0.1,300,10,10
4328,0.1,300,10,10
4329,0.1,300,10,10
4330,0.1,300,10,10
4331,0.1,300,10,10
4332,0.1,300,10,10
4333,0.1,300,10,10
4334,0.1,300,10,10
4335,0.1,300,10,10
4336,0.1,300,10,10
4337,0.1,300,10,10
4338,0.1,300,10,10
4339,0.1,300,10,10
4340,0.1,300,10,10
4341,0.1,300,10,10
4342,0.1,300,10,10
4343,0.1,300,10,10
4344,0.1,300,10,10
4345,0.1,300,10,10
4346,0.1,300,10,10
4347,0.1,300,10,10
4348,0.1,300,10,10
4349,0.1,300,10,10
4350,0.1,1000,10,10
4351,0.1,1000,10,10
4352,0.1,1000,10,10
4353,0.1,1000,10,10
4354,0.1,1000,10,10
4355,0.1,1000,10,10
4356,0.1,1000,10,10
4357,0.1,1000,10,10
4358,0.1,1000,10,10
4359,0.1,1000,10,10
4360,0.1,1000,10,10
4361,0.1,1000,10,10
4362,0.1,1000,10,10
4363,0.1,1000,10,10
4364,0.1,1000,10,10
4365,0.1,1000,10,10
4366,0.1,1000,10,10
4367,0.1,1000,10,10
4368,0.1,1000,10,10
4369,0.1,1000,10,10
4370,0.1,1000,10,10
4371,0.1,1000,10,10
4372,0.1,1000,10,10
4373,0.1,1000,10,10
4374,0.1,1000,10,10
4375,0.1,1000,10,10
4376,0.1,1000,10,10
4377,0.1,1000,10,10
4378,0.1,1000,10,10
4379,0.1,1000,10,10
4380,0.1,1000,10,10
4381,0.1,1000,10,10
4382,0.1,1000,10,10
4383,0.1,1000,10,10
4384,0.1,1000,10,10
4385,0.1,1000,10,10
4386,0.1,1000,10,10
4387,0.1,1000,10,10
4388,0.1,1000,10,10
4389,0.1,1000,10,10
4390,0.1,1000,10,10
4391,0.1,1000,10,10
4392,0.1,1000,10,10
4393,0.1,1000,10,10
4394,0.1,1000,10,10
4395,0.1,1000,10,10
4396,0.1,1000,10,10
4397,0.1,1000,10,10
4398,0.1,1000,10,10
4399,0.1,1000,10,10
4400,0.1,30,30,10
4401,0.1,30,30,10
4402,0.1,30,30,10
4403,0.1,30,30,10
4404,0.1,30,30,10
4405,0.1,30,30,10
4406,0.1,30,30,10
4407,0.1,30,30,10
4408,0.1,30,30,10
4409,0.1,30,30,10
4410,0.1,30,30,10
4411,0.1,30,30,10
4412,0.1,30,30,10
4413,0.1,30,30,10
4414,0.1,30,30,10
4415,0.1,30,30,10
4416,0.1,30,30,10
4417,0.1,30,30,10
4418,0.1,30,30,10
4419,0.1,30,30,10
4420,0.1,30,30,10
4421,0.1,30,30,10
4422,0.1,30,30,10
4423,0.1,30,30,10
4424,0.1,30,30,10
4425,0.1,30,30,10
4426,0.1,30,30,10
4427,0.1,30,30,10
4428,0.1,30,30,10
4429,0.1,30,30,10
4430,0.1,30,30,10
4431,0.1,30,30,10
4432,0.1,30,30,10
4433,0.1,30,30,10
4434,0.1,30,30,10
4435,0.1,30,30,10
4436,0.1,30,30,10
4437,0.1,30,30,10
4438,0.1,30,30,10
4439,0.1,30,30,10
4440,0.1,30,30,10
4441,0.1,30,30,10
4442,0.1,30,30,10
4443,0.1,30,30,10
4444,0.1,30,30,10
4445,0.1,30,30,10
4446,0.1,30,30,10
4447,0.1,30,30,10
4448,0.1,30,30,10
4449,0.1,30,30,10
4450,0.1,100,30,10
4451,0.1,100,30,10
4452,0.1,100,30,10
4453,0.1,100,30,10
4454,0.1,100,30,10
4455,0.1,100,30,10
4456,0.1,100,30,10
4457,0.1,100,30,10
4458,0.1,100,30,10
4459,0.1,100,30,10
4460,0.1,100,30,10
4461,0.1,100,30,10
4462,0.1,100,30,10
4463,0.1,100,30,10
4464,0.1,100,30,10
4465,0.1,100,30,10
4466,0.1,100,30,10
4467,0.1,100,30,10
4468,0.1,100,30,10
4469,0.1,100,30,10
4470,0.1,100,30,10
4471,0.1,100,30,10
4472,0.1,100,30,10
4473,0.1,100,30,10
4474,0.1,100,30,10
4475,0.1,100,30,10
4476,0.1,100,30,10
4477,0.1,100,30,10
4478,0.1,100,30,10
4479,0.1,100,30,10
4480,0.1,100,30,10
4481,0.1,100,30,10
4482,0.1,100,30,10
4483,0.1,100,30,10
4484,0.1,100,30,10
4485,0.1,100,30,10
4486,0.1,100,30,10
4487,0.1,100,30,10
4488,0.1,100,30,10
4489,0.1,100,30,10
4490,0.1,100,30,10
4491,0.1,100,30,10
4492,0.1,100,30,10
4493,0.1,100,30,10
4494,0.1,100,30,10
4495,0.1,100,30,10
4496,0.1,100,30,10
4497,0.1,100,30,10
4498,0.1,100,30,10
4499,0.1,100,30,10
4500,0.1,300,30,10
4501,0.1,300,30,10
4502,0.1,300,30,10
4503,0.1,300,30,10
4504,0.1,300,30,10
4505,0.1,300,30,10
4506,0.1,300,30,10
4507,0.1,300,30,10
4508,0.1,300,30,10
4509,0.1,300,30,10
4510,0.1,300,30,10
4511,0.1,300,30,10
4512,0.1,300,30,10
4513,0.1,300,30,10
4514,0.1,300,30,10
4515,0.1,300,30,10
4516,0.1,300,30,10
4517,0.1,300,30,10
4518,0.1,300,30,10
4519,0.1,300,30,10
4520,0.1,300,30,10
4521,0.1,300,30,10
4522,0.1,300,30,10
4523,0.1,300,30,10
4524,0.1,300,30,10
4525,0.1,300,30,10
4526,0.1,300,30,10
4527,0.1,300,30,10
4528,0.1,300,30,10
4529,0.1,300,30,10
4530,0.1,300,30,10
4531,0.1,300,30,10
4532,0.1,300,30,10
4533,0.1,300,30,10
4534,0.1,300,30,10
4535,0.1,300,30,10
4536,0.1,300,30,10
4537,0.1,300,30,10
4538,0.1,300,30,10
4539,0.1,300,30,10
4540,0.1,300,30,10
4541,0.1,300,30,10
4542,0.1,300,30,10
4543,0.1,300,30,10
4544,0.1,300,30,10
4545,0.1,300,30,10
4546,0.1,300,30,10
4547,0.1,300,30,10
4548,0.1,300,30,10
4549,0.1,300,30,10
4550,0.1,1000,30,10
4551,0.1,1000,30,10
4552,0.1,1000,30,10
4553,0.1,1000,30,10
4554,0.1,1000,30,10
4555,0.1,1000,30,10
4556,0.1,1000,30,10
4557,0.1,1000,30,10
4558,0.1,1000,30,10
4559,0.1,1000,30,10
4560,0.1,1000,30,10
4561,0.1,1000,30,10
4562,0.1,1000,30,10
4563,0.1,1000,30,10
4564,0.1,1000,30,10
4565,0.1,1000,30,10
4566,0.1,1000,30,10
4567,0.1,1000,30,10
4568,0.1,1000,30,10
4569,0.1,1000,30,10
4570,0.1,1000,30,10
4571,0.1,1000,30,10
4572,0.1,1000,30,10
4573,0.1,1000,30,10
4574,0.1,1000,30,10
4575,0.1,1000,30,10
4576,0.1,1000,30,10
4577,0.1,1000,30,10
4578,0.1,1000,30,10
4579,0.1,1000,30,10
4580,0.1,1000,30,10
4581,0.1,1000,30,10
4582,0.1,1000,30,10
4583,0.1,1000,30,10
4584,0.1,1000,30,10
4585,0.1,1000,30,10
4586,0.1,1000,30,10
4587,0.1,1000,30,10
4588,0.1,1000,30,10
4589,0.1,1000,30,10
4590,0.1,1000,30,10
4591,0.1,1000,30,10
4592,0.1,1000,30,10
4593,0.1,1000,30,10
4594,0.1,1000,30,10
4595,0.1,1000,30,10
4596,0.1,1000,30,10
4597,0.1,1000,30,10
4598,0.1,1000,30,10
4599,0.1,1000,30,10
4600,0.1,30,100,10
4601,0.1,30,100,10
4602,0.1,30,100,10
4603,0.1,30,100,10
4604,0.1,30,100,10
4605,0.1,30,100,10
4606,0.1,30,100,10
4607,0.1,30,100,10
4608,0.1,30,100,10
4609,0.1,30,100,10
4610,0.1,30,100,10
4611,0.1,30,100,10
4612,0.1,30,100,10
4613,0.1,30,100,10
4614,0.1,30,100,10
4615,0.1,30,100,10
4616,0.1,30,100,10
4617,0.1,30,100,10
4618,0.1,30,100,10
4619,0.1,30,100,10
4620,0.1,30,100,10
4621,0.1,30,100,10
4622,0.1,30,100,10
4623,0.1,30,100,10
4624,0.1,30,100,10
4625,0.1,30,100,10
4626,0.1,30,100,10
4627,0.1,30,100,10
4628,0.1,30,100,10
4629,0.1,30,100,10
4630,0.1,30,100,10
4631,0.1,30,100,10
4632,0.1,30,100,10
4633,0.1,30,100,10
4634,0.1,30,100,10
4635,0.1,30,100,10
4636,0.1,30,100,10
4637,0.1,30,100,10
4638,0.1,30,100,10
4639,0.1,30,100,10
4640,0.1,30,100,10
4641,0.1,30,100,10
4642,0.1,30,100,10
4643,0.1,30,100,10
4644,0.1,30,100,10
4645,0.1,30,100,10
4646,0.1,30,100,10
4647,0.1,30,100,10
4648,0.1,30,100,10
4649,0.1,30,100,10
4650,0.1,100,100,10
4651,0.1,100,100,10
4652,0.1,100,100,10
4653,0.1,100,100,10
4654,0.1,100,100,10
4655,0.1,100,100,10
4656,0.1,100,100,10
4657,0.1,100,100,10
4658,0.1,100,100,10
4659,0.1,100,100,10
4660,0.1,100,100,10
4661,0.1,100,100,10
4662,0.1,100,100,10
4663,0.1,100,100,10
4664,0.1,100,100,10
4665,0.1,100,100,10
4666,0.1,100,100,10
4667,0.1,100,100,10
4668,0.1,100,100,10
4669,0.1,100,100,10
4670,0.1,100,100,10
4671,0.1,100,100,10
4672,0.1,100,100,10
4673,0.1,100,100,10
4674,0.1,100,100,10
4675,0.1,100,100,10
4676,0.1,100,100,10
4677,0.1,100,100,10
4678,0.1,100,100,10
4679,0.1,100,100,10
4680,0.1,100,100,10
4681,0.1,100,100,10
4682,0.1,100,100,10
4683,0.1,100,100,10
4684,0.1,100,100,10
4685,0.1,100,100,10
4686,0.1,100,100,10
4687,0.1,100,100,10
4688,0.1,100,100,10
4689,0.1,100,100,10
4690,0.1,100,100,10
4691,0.1,100,100,10
4692,0.1,100,100,10
4693,0.1,100,100,10
4694,0.1,100,100,10
4695,0.1,100,100,10
4696,0.1,100,100,10
4697,0.1,100,100,10
4698,0.1,100,100,10
4699,0.1,100,100,10
4700,0.1,300,100,10
4701,0.1,300,100,10
4702,0.1,300,100,10
4703,0.1,300,100,10
4704,0.1,300,100,10
4705,0.1,300,100,10
4706,0.1,300,100,10
4707,0.1,300,100,10
4708,0.1,300,100,10
4709,0.1,300,100,10
4710,0.1,300,100,10
4711,0.1,300,100,10
4712,0.1,300,100,10
4713,0.1,300,100,10
4714,0.1,300,100,10
4715,0.1,300,100,10
4716,0.1,300,100,10
4717,0.1,300,100,10
4718,0.1,300,100,10
4719,0.1,300,100,10
4720,0.1,300,100,10
4721,0.1,300,100,10
4722,0.1,300,100,10
4723,0.1,300,100,10
4724,0.1,300,100,10
4725,0.1,300,100,10
4726,0.1,300,100,10
4727,0.1,300,100,10
4728,0.1,300,100,10
4729,0.1,300,100,10
4730,0.1,300,100,10
4731,0.1,300,100,10
4732,0.1,300,100,10
4733,0.1,300,100,10
4734,0.1,300,100,10
4735,0.1,300,100,10
4736,0.1,300,100,10
4737,0.1,300,100,10
4738,0.1,300,100,10
4739,0.1,300,100,10
4740,0.1,300,100,10
4741,0.1,300,100,10
4742,0.1,300,100,10
4743,0.1,300,100,10
4744,0.1,300,100,10
4745,0.1,300,100,10
4746,0.1,300,100,10
4747,0.1,300,100,10
4748,0.1,300,100,10
4749,0.1,300,100,10
4750,0.1,1000,100,10
4751,0.1,1000,100,10
4752,0.1,1000,100,10
4753,0.1,1000,100,10
4754,0.1,1000,100,10
4755,0.1,1000,100,10
4756,0.1,1000,100,10
4757,0.1,1000,100,10
4758,0.1,1000,100,10
4759,0.1,1000,100,10
4760,0.1,1000,100,10
4761,0.1,1000,100,10
4762,0.1,1000,100,10
4763,0.1,1000,100,10
4764,0.1,1000,100,10
4765,0.1,1000,100,10
4766,0.1,1000,100,10
4767,0.1,1000,100,10
4768,0.1,1000,100,10
4769,0.1,1000,100,10
4770,0.1,1000,100,10
4771,0.1,1000,100,10
4772,0.1,1000,100,10
4773,0.1,1000,100,10
4774,0.1,1000,100,10
4775,0.1,1000,100,10
4776,0.1,1000,100,10
4777,0.1,1000,100,10
4778,0.1,1000,100,10
4779,0.1,1000,100,10
4780,0.1,1000,100,10
4781,0.1,1000,100,10
4782,0.1,1000,100,10
4783,0.1,1000,100,10
4784,0.1,1000,100,10
4785,0.1,1000,100,10
4786,0.1,1000,100,10
4787,0.1,1000,100,10
4788,0.1,1000,100,10
4789,0.1,1000,100,10
4790,0.1,1000,100,10
4791,0.1,1000,100,10
4792,0.1,1000,100,10
4793,0.1,1000,100,10
4794,0.1,1000,100,10
4795,0.1,1000,100,10
4796,0.1,1000,100,10
4797,0.1,1000,100,10
4798,0.1,1000,100,10
4799,0.1,1000,100,10
4800,0.1,30,10,30
4801,0.1,30,10,30
4802,0.1,30,10,30
4803,0.1,30,10,30
4804,0.1,30,10,30
4805,0.1,30,10,30
4806,0.1,30,10,30
4807,0.1,30,10,30
4808,0.1,30,10,30
4809,0.1,30,10,30
4810,0.1,30,10,30
4811,0.1,30,10,30
4812,0.1,30,10,30
4813,0.1,30,10,30
4814,0.1,30,10,30
4815,0.1,30,10,30
4816,0.1,30,10,30
4817,0.1,30,10,30
4818,0.1,30,10,30
4819,0.1,30,10,30
4820,0.1,30,10,30
4821,0.1,30,10,30
4822,0.1,30,10,30
4823,0.1,30,10,30
4824,0.1,30,10,30
4825,0.1,30,10,30
4826,0.1,30,10,30
4827,0.1,30,10,30
4828,0.1,30,10,30
4829,0.1,30,10,30
4830,0.1,30,10,30
4831,0.1,30,10,30
4832,0.1,30,10,30
4833,0.1,30,10,30
4834,0.1,30,10,30
4835,0.1,30,10,30
4836,0.1,30,10,30
4837,0.1,30,10,30
4838,0.1,30,10,30
4839,0.1,30,10,30
4840,0.1,30,10,30
4841,0.1,30,10,30
4842,0.1,30,10,30
4843,0.1,30,10,30
4844,0.1,30,10,30
4845,0.1,30,10,30
4846,0.1,30,10,30
4847,0.1,30,10,30
4848,0.1,30,10,30
4849,0.1,30,10,30
4850,0.1,100,10,30
4851,0.1,100,10,30
4852,0.1,100,10,30
4853,0.1,100,10,30
4854,0.1,100,10,30
4855,0.1,100,10,30
4856,0.1,100,10,30
4857,0.1,100,10,30
4858,0.1,100,10,30
4859,0.1,100,10,30
4860,0.1,100,10,30
4861,0.1,100,10,30
4862,0.1,100,10,30
4863,0.1,100,10,30
4864,0.1,100,10,30
4865,0.1,100,10,30
4866,0.1,100,10,30
4867,0.1,100,10,30
4868,0.1,100,10,30
4869,0.1,100,10,30
4870,0.1,100,10,30
4871,0.1,100,10,30
4872,0.1,100,10,30
4873,0.1,100,10,30
4874,0.1,100,10,30
4875,0.1,100,10,30
4876,0.1,100,10,30
4877,0.1,100,10,30
4878,0.1,100,10,30
4879,0.1,100,10,30
4880,0.1,100,10,30
4881,0.1,100,10,30
4882,0.1,100,10,30
4883,0.1,100,10,30
4884,0.1,100,10,30
4885,0.1,100,10,30
4886,0.1,100,10,30
4887,0.1,100,10,30
4888,0.1,100,10,30
4889,0.1,100,10,30
4890,0.1,100,10,30
4891,0.1,100,10,30
4892,0.1,100,10,30
4893,0.1,100,10,30
4894,0.1,100,10,30
4895,0.1,100,10,30
4896,0.1,100,10,30
4897,0.1,100,10,30
4898,0.1,100,10,30
4899,0.1,100,10,30
4900,0.1,300,10,30
4901,0.1,300,10,30
4902,0.1,300,10,30
4903,0.1,300,10,30
4904,0.1,300,10,30
4905,0.1,300,10,30
4906,0.1,300,10,30
4907,0.1,300,10,30
4908,0.1,300,10,30
4909,0.1,300,10,30
4910,0.1,300,10,30
4911,0.1,300,10,30
4912,0.1,300,10,30
4913,0.1,300,10,30
4914,0.1,300,10,30
4915,0.1,300,10,30
4916,0.1,300,10,30
4917,0.1,300,10,30
4918,0.1,300,10,30
4919,0.1,300,10,30
4920,0.1,300,10,30
4921,0.1,300,10,30
4922,0.1,300,10,30
4923,0.1,300,10,30
4924,0.1,300,10,30
4925,0.1,300,10,30
4926,0.1,300,10,30
4927,0.1,300,10,30
4928,0.1,300,10,30
4929,0.1,300,10,30
4930,0.1,300,10,30
4931,0.1,300,10,30
4932,0.1,300,10,30
4933,0.1,300,10,30
4934,0.1,300,10,30
4935,0.1,300,10,30
4936,0.1,300,10,30
4937,0.1,300,10,30
4938,0.1,300,10,30
4939,0.1,300,10,30
4940,0.1,300,10,30
4941,0.1,300,10,30
4942,0.1,300,10,30
4943,0.1,300,10,30
4944,0.1,300,10,30
4945,0.1,300,10,30
4946,0.1,300,10,30
4947,0.1,300,10,30
4948,0.1,300,10,30
4949,0.1,300,10,30
4950,0.1,1000,10,30
4951,0.1,1000,10,30
4952,0.1,1000,10,30
4953,0.1,1000,10,30
4954,0.1,1000,10,30
4955,0.1,1000,10,30
4956,0.1,1000,10,30
4957,0.1,1000,10,30
4958,0.1,1000,10,30
4959,0.1,1000,10,30
4960,0.1,1000,10,30
4961,0.1,1000,10,30
4962,0.1,1000,10,30
4963,0.1,1000,10,30
4964,0.1,1000,10,30
4965,0.1,1000,10,30
4966,0.1,1000,10,30
4967,0.1,1000,10,30
4968,0.1,1000,10,30
4969,0.1,1000,10,30
4970,0.1,1000,10,30
4971,0.1,1000,10,30
4972,0.1,1000,10,30
4973,0.1,1000,10,30
4974,0.1,1000,10,30
4975,0.1,1000,10,30
4976,0.1,1000,10,30
4977,0.1,1000,10,30
4978,0.1,1000,10,30
4979,0.1,1000,10,30
4980,0.1,1000,10,30
4981,0.1,1000,10,30
4982,0.1,1000,10,30
4983,0.1,1000,10,30
4984,0.1,1000,10,30
4985,0.1,1000,10,30
4986,0.1,1000,10,30
4987,0.1,1000,10,30
4988,0.1,1000,10,30
4989,0.1,1000,10,30
4990,0.1,1000,10,30
4991,0.1,1000,10,30
4992,0.1,1000,10,30
4993,0.1,1000,10,30
4994,0.1,1000,10,30
4995,0.1,1000,10,30
4996,0.1,1000,10,30
4997,0.1,1000,10,30
4998,0.1,1000,10,30
4999,0.1,1000,10,30
5000,0.1,30,30,30
5001,0.1,30,30,30
5002,0.1,30,30,30
5003,0.1,30,30,30
5004,0.1,30,30,30
5005,0.1,30,30,30
5006,0.1,30,30,30
5007,0.1,30,30,30
5008,0.1,30,30,30
5009,0.1,30,30,30
5010,0.1,30,30,30
5011,0.1,30,30,30
5012,0.1,30,30,30
5013,0.1,30,30,30
5014,0.1,30,30,30
5015,0.1,30,30,30
5016,0.1,30,30,30
5017,0.1,30,30,30
5018,0.1,30,30,30
5019,0.1,30,30,30
5020,0.1,30,30,30
5021,0.1,30,30,30
5022,0.1,30,30,30
5023,0.1,30,30,30
5024,0.1,30,30,30
5025,0.1,30,30,30
5026,0.1,30,30,30
5027,0.1,30,30,30
5028,0.1,30,30,30
5029,0.1,30,30,30
5030,0.1,30,30,30
5031,0.1,30,30,30
5032,0.1,30,30,30
5033,0.1,30,30,30
5034,0.1,30,30,30
5035,0.1,30,30,30
5036,0.1,30,30,30
5037,0.1,30,30,30
5038,0.1,30,30,30
5039,0.1,30,30,30
5040,0.1,30,30,30
5041,0.1,30,30,30
5042,0.1,30,30,30
5043,0.1,30,30,30
5044,0.1,30,30,30
5045,0.1,30,30,30
5046,0.1,30,30,30
5047,0.1,30,30,30
5048,0.1,30,30,30
5049,0.1,30,30,30
5050,0.1,100,30,30
5051,0.1,100,30,30
5052,0.1,100,30,30
5053,0.1,100,30,30
5054,0.1,100,30,30
5055,0.1,100,30,30
5056,0.1,100,30,30
5057,0.1,100,30,30
5058,0.1,100,30,30
5059,0.1,100,30,30
5060,0.1,100,30,30
5061,0.1,100,30,30
5062,0.1,100,30,30
5063,0.1,100,30,30
5064,0.1,100,30,30
5065,0.1,100,30,30
5066,0.1,100,30,30
5067,0.1,100,30,30
5068,0.1,100,30,30
5069,0.1,100,30,30
5070,0.1,100,30,30
5071,0.1,100,30,30
5072,0.1,100,30,30
5073,0.1,100,30,30
5074,0.1,100,30,30
5075,0.1,100,30,30
5076,0.1,100,30,30
5077,0.1,100,30,30
5078,0.1,100,30,30
5079,0.1,100,30,30
5080,0.1,100,30,30
5081,0.1,100,30,30
5082,0.1,100,30,30
5083,0.1,100,30,30
5084,0.1,100,30,30
5085,0.1,100,30,30
5086,0.1,100,30,30
5087,0.1,100,30,30
5088,0.1,100,30,30
5089,0.1,100,30,30
5090,0.1,100,30,30
5091,0.1,100,30,30
5092,0.1,100,30,30
5093,0.1,100,30,30
5094,0.1,100,30,30
5095,0.1,100,30,30
5096,0.1,100,30,30
5097,0.1,100,30,30
5098,0.1,100,30,30
5099,0.1,100,30,30
5100,0.1,300,30,30
5101,0.1,300,30,30
5102,0.1,300,30,30
5103,0.1,300,30,30
5104,0.1,300,30,30
5105,0.1,300,30,30
5106,0.1,300,30,30
5107,0.1,300,30,30
5108,0.1,300,30,30
5109,0.1,300,30,30
5110,0.1,300,30,30
5111,0.1,300,30,30
5112,0.1,300,30,30
5113,0.1,300,30,30
5114,0.1,300,30,30
5115,0.1,300,30,30
5116,0.1,300,30,30
5117,0.1,300,30,30
5118,0.1,300,30,30
5119,0.1,300,30,30
5120,0.1,300,30,30
5121,0.1,300,30,30
5122,0.1,300,30,30
5123,0.1,300,30,30
5124,0.1,300,30,30
5125,0.1,300,30,30
5126,0.1,300,30,30
5127,0.1,300,30,30
5128,0.1,300,30,30
5129,0.1,300,30,30
5130,0.1,300,30,30
5131,0.1,300,30,30
5132,0.1,300,30,30
5133,0.1,300,30,30
5134,0.1,300,30,30
5135,0.1,300,30,30
5136,0.1,300,30,30
5137,0.1,300,30,30
5138,0.1,300,30,30
5139,0.1,300,30,30
5140,0.1,300,30,30
5141,0.1,300,30,30
5142,0.1,300,30,30
5143,0.1,300,30,30
5144,0.1,300,30,30
5145,0.1,300,30,30
5146,0.1,300,30,30
5147,0.1,300,30,30
5148,0.1,300,30,30
5149,0.1,300,30,30
5150,0.1,1000,30,30
5151,0.1,1000,30,30
5152,0.1,1000,30,30
5153,0.1,1000,30,30
5154,0.1,1000,30,30
5155,0.1,1000,30,30
