runid,m,eff_pop,n_pops,n_alleles
3045,0.01,30,10,30
3046,0.01,30,10,30
3047,0.01,30,10,30
3048,0.01,30,10,30
3049,0.01,30,10,30
3050,0.01,100,10,30
3051,0.01,100,10,30
3052,0.01,100,10,30
3053,0.01,100,10,30
3054,0.01,100,10,30
3055,0.01,100,10,30
3056,0.01,100,10,30
3057,0.01,100,10,30
3058,0.01,100,10,30
3059,0.01,100,10,30
3060,0.01,100,10,30
3061,0.01,100,10,30
3062,0.01,100,10,30
3063,0.01,100,10,30
3064,0.01,100,10,30
3065,0.01,100,10,30
3066,0.01,100,10,30
3067,0.01,100,10,30
3068,0.01,100,10,30
3069,0.01,100,10,30
3070,0.01,100,10,30
3071,0.01,100,10,30
3072,0.01,100,10,30
3073,0.01,100,10,30
3074,0.01,100,10,30
3075,0.01,100,10,30
3076,0.01,100,10,30
3077,0.01,100,10,30
3078,0.01,100,10,30
3079,0.01,100,10,30
3080,0.01,100,10,30
3081,0.01,100,10,30
3082,0.01,100,10,30
3083,0.01,100,10,30
3084,0.01,100,10,30
3085,0.01,100,10,30
3086,0.01,100,10,30
3087,0.01,100,10,30
3088,0.01,100,10,30
3089,0.01,100,10,30
3090,0.01,100,10,30
3091,0.01,100,10,30
3092,0.01,100,10,30
3093,0.01,100,10,30
3094,0.01,100,10,30
3095,0.01,100,10,30
3096,0.01,100,10,30
3097,0.01,100,10,30
3098,0.01,100,10,30
3099,0.01,100,10,30
3100,0.01,300,10,30
3101,0.01,300,10,30
3102,0.01,300,10,30
3103,0.01,300,10,30
3104,0.01,300,10,30
3105,0.01,300,10,30
3106,0.01,300,10,30
3107,0.01,300,10,30
3108,0.01,300,10,30
3109,0.01,300,10,30
3110,0.01,300,10,30
3111,0.01,300,10,30
3112,0.01,300,10,30
3113,0.01,300,10,30
3114,0.01,300,10,30
3115,0.01,300,10,30
3116,0.01,300,10,30
3117,0.01,300,10,30
3118,0.01,300,10,30
3119,0.01,300,10,30
3120,0.01,300,10,30
3121,0.01,300,10,30
3122,0.01,300,10,30
3123,0.01,300,10,30
3124,0.01,300,10,30
3125,0.01,300,10,30
3126,0.01,300,10,30
3127,0.01,300,10,30
3128,0.01,300,10,30
3129,0.01,300,10,30
3130,0.01,300,10,30
3131,0.01,300,10,30
3132,0.01,300,10,30
3133,0.01,300,10,30
3134,0.01,300,10,30
3135,0.01,300,10,30
3136,0.01,300,10,30
3137,0.01,300,10,30
3138,0.01,300,10,30
3139,0.01,300,10,30
3140,0.01,300,10,30
3141,0.01,300,10,30
3142,0.01,300,10,30
3143,0.01,300,10,30
3144,0.01,300,10,30
3145,0.01,300,10,30
3146,0.01,300,10,30
3147,0.01,300,10,30
3148,0.01,300,10,30
3149,0.01,300,10,30
3150,0.01,1000,10,30
3151,0.01,1000,10,30
3152,0.01,1000,10,30
3153,0.01,1000,10,30
3154,0.01,1000,10,30
3155,0.01,1000,10,30
3156,0.01,1000,10,30
3157,0.01,1000,10,30
3158,0.01,1000,10,30
3159,0.01,1000,10,30
3160,0.01,1000,10,30
3161,0.01,1000,10,30
3162,0.01,1000,10,30
3163,0.01,1000,10,30
3164,0.01,1000,10,30
3165,0.01,1000,10,30
3166,0.01,1000,10,30
3167,0.01,1000,10,30
3168,0.01,1000,10,30
3169,0.01,1000,10,30
3170,0.01,1000,10,30
3171,0.01,1000,10,30
3172,0.01,1000,10,30
3173,0.01,1000,10,30
3174,0.01,1000,10,30
3175,0.01,1000,10,30
3176,0.01,1000,10,30
3177,0.01,1000,10,30
3178,0.01,1000,10,30
3179,0.01,1000,10,30
3180,0.01,1000,10,30
3181,0.01,1000,10,30
3182,0.01,1000,10,30
3183,0.01,1000,10,30
3184,0.01,1000,10,30
3185,0.01,1000,10,30
3186,0.01,1000,10,30
3187,0.01,1000,10,30
3188,0.01,1000,10,30
3189,0.01,1000,10,30
3190,0.01,1000,10,30
3191,0.01,1000,10,30
3192,0.01,1000,10,30
3193,0.01,1000,10,30
3194,0.01,1000,10,30
3195,0.01,1000,10,30
3196,0.01,1000,10,30
3197,0.01,1000,10,30
3198,0.01,1000,10,30
3199,0.01,1000,10,30
3200,0.01,30,30,30
3201,0.01,30,30,30
3202,0.01,30,30,30
3203,0.01,30,30,30
3204,0.01,30,30,30
3205,0.01,30,30,30
3206,0.01,30,30,30
3207,0.01,30,30,30
3208,0.01,30,30,30
3209,0.01,30,30,30
3210,0.01,30,30,30
3211,0.01,30,30,30
3212,0.01,30,30,30
3213,0.01,30,30,30
3214,0.01,30,30,30
3215,0.01,30,30,30
3216,0.01,30,30,30
3217,0.01,30,30,30
3218,0.01,30,30,30
3219,0.01,30,30,30
3220,0.01,30,30,30
3221,0.01,30,30,30
3222,0.01,30,30,30
3223,0.01,30,30,30
3224,0.01,30,30,30
3225,0.01,30,30,30
3226,0.01,30,30,30
3227,0.01,30,30,30
3228,0.01,30,30,30
3229,0.01,30,30,30
3230,0.01,30,30,30
3231,0.01,30,30,30
3232,0.01,30,30,30
3233,0.01,30,30,30
3234,0.01,30,30,30
3235,0.01,30,30,30
3236,0.01,30,30,30
3237,0.01,30,30,30
3238,0.01,30,30,30
3239,0.01,30,30,30
3240,0.01,30,30,30
3241,0.01,30,30,30
3242,0.01,30,30,30
3243,0.01,30,30,30
3244,0.01,30,30,30
3245,0.01,30,30,30
3246,0.01,30,30,30
3247,0.01,30,30,30
3248,0.01,30,30,30
3249,0.01,30,30,30
3250,0.01,100,30,30
3251,0.01,100,30,30
3252,0.01,100,30,30
3253,0.01,100,30,30
3254,0.01,100,30,30
3255,0.01,100,30,30
3256,0.01,100,30,30
3257,0.01,100,30,30
3258,0.01,100,30,30
3259,0.01,100,30,30
3260,0.01,100,30,30
3261,0.01,100,30,30
3262,0.01,100,30,30
3263,0.01,100,30,30
3264,0.01,100,30,30
3265,0.01,100,30,30
3266,0.01,100,30,30
3267,0.01,100,30,30
3268,0.01,100,30,30
3269,0.01,100,30,30
3270,0.01,100,30,30
3271,0.01,100,30,30
3272,0.01,100,30,30
3273,0.01,100,30,30
3274,0.01,100,30,30
3275,0.01,100,30,30
3276,0.01,100,30,30
3277,0.01,100,30,30
3278,0.01,100,30,30
3279,0.01,100,30,30
3280,0.01,100,30,30
3281,0.01,100,30,30
3282,0.01,100,30,30
3283,0.01,100,30,30
3284,0.01,100,30,30
3285,0.01,100,30,30
3286,0.01,100,30,30
3287,0.01,100,30,30
3288,0.01,100,30,30
3289,0.01,100,30,30
3290,0.01,100,30,30
3291,0.01,100,30,30
3292,0.01,100,30,30
3293,0.01,100,30,30
3294,0.01,100,30,30
3295,0.01,100,30,30
3296,0.01,100,30,30
3297,0.01,100,30,30
3298,0.01,100,30,30
3299,0.01,100,30,30
3300,0.01,300,30,30
3301,0.01,300,30,30
3302,0.01,300,30,30
3303,0.01,300,30,30
3304,0.01,300,30,30
3305,0.01,300,30,30
3306,0.01,300,30,30
3307,0.01,300,30,30
3308,0.01,300,30,30
3309,0.01,300,30,30
3310,0.01,300,30,30
3311,0.01,300,30,30
3312,0.01,300,30,30
3313,0.01,300,30,30
3314,0.01,300,30,30
3315,0.01,300,30,30
3316,0.01,300,30,30
3317,0.01,300,30,30
3318,0.01,300,30,30
3319,0.01,300,30,30
3320,0.01,300,30,30
3321,0.01,300,30,30
3322,0.01,300,30,30
3323,0.01,300,30,30
3324,0.01,300,30,30
3325,0.01,300,30,30
3326,0.01,300,30,30
3327,0.01,300,30,30
3328,0.01,300,30,30
3329,0.01,300,30,30
3330,0.01,300,30,30
3331,0.01,300,30,30
3332,0.01,300,30,30
3333,0.01,300,30,30
3334,0.01,300,30,30
3335,0.01,300,30,30
3336,0.01,300,30,30
3337,0.01,300,30,30
3338,0.01,300,30,30
3339,0.01,300,30,30
3340,0.01,300,30,30
3341,0.01,300,30,30
3342,0.01,300,30,30
3343,0.01,300,30,30
3344,0.01,300,30,30
3345,0.01,300,30,30
3346,0.01,300,30,30
3347,0.01,300,30,30
3348,0.01,300,30,30
3349,0.01,300,30,30
3350,0.01,1000,30,30
3351,0.01,1000,30,30
3352,0.01,1000,30,30
3353,0.01,1000,30,30
3354,0.01,1000,30,30
3355,0.01,1000,30,30
3356,0.01,1000,30,30
3357,0.01,1000,30,30
3358,0.01,1000,30,30
3359,0.01,1000,30,30
3360,0.01,1000,30,30
3361,0.01,1000,30,30
3362,0.01,1000,30,30
3363,0.01,1000,30,30
3364,0.01,1000,30,30
3365,0.01,1000,30,30
3366,0.01,1000,30,30
3367,0.01,1000,30,30
3368,0.01,1000,30,30
3369,0.01,1000,30,30
3370,0.01,1000,30,30
3371,0.01,1000,30,30
3372,0.01,1000,30,30
3373,0.01,1000,30,30
3374,0.01,1000,30,30
3375,0.01,1000,30,30
3376,0.01,1000,30,30
3377,0.01,1000,30,30
3378,0.01,1000,30,30
3379,0.01,1000,30,30
3380,0.01,1000,30,30
3381,0.01,1000,30,30
3382,0.01,1000,30,30
3383,0.01,1000,30,30
3384,0.01,1000,30,30
3385,0.01,1000,30,30
3386,0.01,1000,30,30
3387,0.01,1000,30,30
3388,0.01,1000,30,30
3389,0.01,1000,30,30
3390,0.01,1000,30,30
3391,0.01,1000,30,30
3392,0.01,1000,30,30
3393,0.01,1000,30,30
3394,0.01,1000,30,30
3395,0.01,1000,30,30
3396,0.01,1000,30,30
3397,0.01,1000,30,30
3398,0.01,1000,30,30
3399,0.01,1000,30,30
3400,0.01,30,100,30
3401,0.01,30,100,30
3402,0.01,30,100,30
3403,0.01,30,100,30
3404,0.01,30,100,30
3405,0.01,30,100,30
3406,0.01,30,100,30
3407,0.01,30,100,30
3408,0.01,30,100,30
3409,0.01,30,100,30
3410,0.01,30,100,30
3411,0.01,30,100,30
3412,0.01,30,100,30
3413,0.01,30,100,30
3414,0.01,30,100,30
3415,0.01,30,100,30
3416,0.01,30,100,30
3417,0.01,30,100,30
3418,0.01,30,100,30
3419,0.01,30,100,30
3420,0.01,30,100,30
3421,0.01,30,100,30
3422,0.01,30,100,30
3423,0.01,30,100,30
3424,0.01,30,100,30
3425,0.01,30,100,30
3426,0.01,30,100,30
3427,0.01,30,100,30
3428,0.01,30,100,30
3429,0.01,30,100,30
3430,0.01,30,100,30
3431,0.01,30,100,30
3432,0.01,30,100,30
3433,0.01,30,100,30
3434,0.01,30,100,30
3435,0.01,30,100,30
3436,0.01,30,100,30
3437,0.01,30,100,30
3438,0.01,30,100,30
3439,0.01,30,100,30
3440,0.01,30,100,30
3441,0.01,30,100,30
3442,0.01,30,100,30
3443,0.01,30,100,30
3444,0.01,30,100,30
3445,0.01,30,100,30
3446,0.01,30,100,30
3447,0.01,30,100,30
3448,0.01,30,100,30
3449,0.01,30,100,30
3450,0.01,100,100,30
3451,0.01,100,100,30
3452,0.01,100,100,30
3453,0.01,100,100,30
3454,0.01,100,100,30
3455,0.01,100,100,30
3456,0.01,100,100,30
3457,0.01,100,100,30
3458,0.01,100,100,30
3459,0.01,100,100,30
3460,0.01,100,100,30
3461,0.01,100,100,30
3462,0.01,100,100,30
3463,0.01,100,100,30
3464,0.01,100,100,30
3465,0.01,100,100,30
3466,0.01,100,100,30
3467,0.01,100,100,30
3468,0.01,100,100,30
3469,0.01,100,100,30
3470,0.01,100,100,30
3471,0.01,100,100,30
3472,0.01,100,100,30
3473,0.01,100,100,30
3474,0.01,100,100,30
3475,0.01,100,100,30
3476,0.01,100,100,30
3477,0.01,100,100,30
3478,0.01,100,100,30
3479,0.01,100,100,30
3480,0.01,100,100,30
3481,0.01,100,100,30
3482,0.01,100,100,30
3483,0.01,100,100,30
3484,0.01,100,100,30
3485,0.01,100,100,30
3486,0.01,100,100,30
3487,0.01,100,100,30
3488,0.01,100,100,30
3489,0.01,100,100,30
3490,0.01,100,100,30
3491,0.01,100,100,30
3492,0.01,100,100,30
3493,0.01,100,100,30
3494,0.01,100,100,30
3495,0.01,100,100,30
3496,0.01,100,100,30
3497,0.01,100,100,30
3498,0.01,100,100,30
3499,0.01,100,100,30
3500,0.01,300,100,30
3501,0.01,300,100,30
3502,0.01,300,100,30
3503,0.01,300,100,30
3504,0.01,300,100,30
3505,0.01,300,100,30
3506,0.01,300,100,30
3507,0.01,300,100,30
3508,0.01,300,100,30
3509,0.01,300,100,30
3510,0.01,300,100,30
3511,0.01,300,100,30
3512,0.01,300,100,30
3513,0.01,300,100,30
3514,0.01,300,100,30
3515,0.01,300,100,30
3516,0.01,300,100,30
3517,0.01,300,100,30
3518,0.01,300,100,30
3519,0.01,300,100,30
3520,0.01,300,100,30
3521,0.01,300,100,30
3522,0.01,300,100,30
3523,0.01,300,100,30
3524,0.01,300,100,30
3525,0.01,300,100,30
3526,0.01,300,100,30
3527,0.01,300,100,30
3528,0.01,300,100,30
3529,0.01,300,100,30
3530,0.01,300,100,30
3531,0.01,300,100,30
3532,0.01,300,100,30
3533,0.01,300,100,30
3534,0.01,300,100,30
3535,0.01,300,100,30
3536,0.01,300,100,30
3537,0.01,300,100,30
3538,0.01,300,100,30
3539,0.01,300,100,30
3540,0.01,300,100,30
3541,0.01,300,100,30
3542,0.01,300,100,30
3543,0.01,300,100,30
3544,0.01,300,100,30
3545,0.01,300,100,30
3546,0.01,300,100,30
3547,0.01,300,100,30
3548,0.01,300,100,30
3549,0.01,300,100,30
3550,0.01,1000,100,30
3551,0.01,1000,100,30
3552,0.01,1000,100,30
3553,0.01,1000,100,30
3554,0.01,1000,100,30
3555,0.01,1000,100,30
3556,0.01,1000,100,30
3557,0.01,1000,100,30
3558,0.01,1000,100,30
3559,0.01,1000,100,30
3560,0.01,1000,100,30
3561,0.01,1000,100,30
3562,0.01,1000,100,30
3563,0.01,1000,100,30
3564,0.01,1000,100,30
3565,0.01,1000,100,30
3566,0.01,1000,100,30
3567,0.01,1000,100,30
3568,0.01,1000,100,30
3569,0.01,1000,100,30
3570,0.01,1000,100,30
3571,0.01,1000,100,30
3572,0.01,1000,100,30
3573,0.01,1000,100,30
3574,0.01,1000,100,30
3575,0.01,1000,100,30
3576,0.01,1000,100,30
3577,0.01,1000,100,30
3578,0.01,1000,100,30
3579,0.01,1000,100,30
3580,0.01,1000,100,30
3581,0.01,1000,100,30
3582,0.01,1000,100,30
3583,0.01,1000,100,30
3584,0.01,1000,100,30
3585,0.01,1000,100,30
3586,0.01,1000,100,30
3587,0.01,1000,100,30
3588,0.01,1000,100,30
3589,0.01,1000,100,30
3590,0.01,1000,100,30
3591,0.01,1000,100,30
3592,0.01,1000,100,30
3593,0.01,1000,100,30
3594,0.01,1000,100,30
3595,0.01,1000,100,30
3596,0.01,1000,100,30
3597,0.01,1000,100,30
3598,0.01,1000,100,30
3599,0.01,1000,100,30
3600,0.1,30,10,5
3601,0.1,30,10,5
3602,0.1,30,10,5
3603,0.1,30,10,5
3604,0.1,30,10,5
3605,0.1,30,10,5
3606,0.1,30,10,5
3607,0.1,30,10,5
3608,0.1,30,10,5
3609,0.1,30,10,5
3610,0.1,30,10,5
3611,0.1,30,10,5
3612,0.1,30,10,5
3613,0.1,30,10,5
3614,0.1,30,10,5
3615,0.1,30,10,5
3616,0.1,30,10,5
3617,0.1,30,10,5
3618,0.1,30,10,5
3619,0.1,30,10,5
3620,0.1,30,10,5
3621,0.1,30,10,5
3622,0.1,30,10,5
3623,0.1,30,10,5
3624,0.1,30,10,5
3625,0.1,30,10,5
3626,0.1,30,10,5
3627,0.1,30,10,5
3628,0.1,30,10,5
3629,0.1,30,10,5
3630,0.1,30,10,5
3631,0.1,30,10,5
3632,0.1,30,10,5
3633,0.1,30,10,5
3634,0.1,30,10,5
3635,0.1,30,10,5
3636,0.1,30,10,5
3637,0.1,30,10,5
3638,0.1,30,10,5
3639,0.1,30,10,5
3640,0.1,30,10,5
3641,0.1,30,10,5
3642,0.1,30,10,5
3643,0.1,30,10,5
3644,0.1,30,10,5
3645,0.1,30,10,5
3646,0.1,30,10,5
3647,0.1,30,10,5
3648,0.1,30,10,5
3649,0.1,30,10,5
3650,0.1,100,10,5
3651,0.1,100,10,5
3652,0.1,100,10,5
3653,0.1,100,10,5
3654,0.1,100,10,5
3655,0.1,100,10,5
3656,0.1,100,10,5
3657,0.1,100,10,5
3658,0.1,100,10,5
3659,0.1,100,10,5
3660,0.1,100,10,5
3661,0.1,100,10,5
3662,0.1,100,10,5
3663,0.1,100,10,5
3664,0.1,100,10,5
3665,0.1,100,10,5
3666,0.1,100,10,5
3667,0.1,100,10,5
3668,0.1,100,10,5
3669,0.1,100,10,5
3670,0.1,100,10,5
3671,0.1,100,10,5
3672,0.1,100,10,5
3673,0.1,100,10,5
3674,0.1,100,10,5
3675,0.1,100,10,5
3676,0.1,100,10,5
3677,0.1,100,10,5
3678,0.1,100,10,5
3679,0.1,100,10,5
3680,0.1,100,10,5
3681,0.1,100,10,5
3682,0.1,100,10,5
3683,0.1,100,10,5
3684,0.1,100,10,5
3685,0.1,100,10,5
3686,0.1,100,10,5
3687,0.1,100,10,5
3688,0.1,100,10,5
3689,0.1,100,10,5
3690,0.1,100,10,5
3691,0.1,100,10,5
3692,0.1,100,10,5
3693,0.1,100,10,5
3694,0.1,100,10,5
3695,0.1,100,10,5
3696,0.1,100,10,5
3697,0.1,100,10,5
3698,0.1,100,10,5
3699,0.1,100,10,5
3700,0.1,300,10,5
3701,0.1,300,10,5
3702,0.1,300,10,5
3703,0.1,300,10,5
3704,0.1,300,10,5
3705,0.1,300,10,5
3706,0.1,300,10,5
3707,0.1,300,10,5
3708,0.1,300,10,5
3709,0.1,300,10,5
3710,0.1,300,10,5
3711,0.1,300,10,5
3712,0.1,300,10,5
3713,0.1,300,10,5
3714,0.1,300,10,5
3715,0.1,300,10,5
3716,0.1,300,10,5
3717,0.1,300,10,5
3718,0.1,300,10,5
3719,0.1,300,10,5
3720,0.1,300,10,5
3721,0.1,300,10,5
3722,0.1,300,10,5
3723,0.1,300,10,5
3724,0.1,300,10,5
3725,0.1,300,10,5
3726,0.1,300,10,5
3727,0.1,300,10,5
3728,0.1,300,10,5
3729,0.1,300,10,5
3730,0.1,300,10,5
3731,0.1,300,10,5
3732,0.1,300,10,5
3733,0.1,300,10,5
3734,0.1,300,10,5
3735,0.1,300,10,5
3736,0.1,300,10,5
3737,0.1,300,10,5
3738,0.1,300,10,5
3739,0.1,300,10,5
3740,0.1,300,10,5
3741,0.1,300,10,5
3742,0.1,300,10,5
3743,0.1,300,10,5
3744,0.1,300,10,5
3745,0.1,300,10,5
3746,0.1,300,10,5
3747,0.1,300,10,5
3748,0.1,300,10,5
3749,0.1,300,10,5
3750,0.1,1000,10,5
3751,0.1,1000,10,5
3752,0.1,1000,10,5
3753,0.1,1000,10,5
3754,0.1,1000,10,5
3755,0.1,1000,10,5
3756,0.1,1000,10,5
3757,0.1,1000,10,5
3758,0.1,1000,10,5
3759,0.1,1000,10,5
3760,0.1,1000,10,5
3761,0.1,1000,10,5
3762,0.1,1000,10,5
3763,0.1,1000,10,5
3764,0.1,1000,10,5
3765,0.1,1000,10,5
3766,0.1,1000,10,5
3767,0.1,1000,10,5
3768,0.1,1000,10,5
3769,0.1,1000,10,5
3770,0.1,1000,10,5
3771,0.1,1000,10,5
3772,0.1,1000,10,5
3773,0.1,1000,10,5
3774,0.1,1000,10,5
3775,0.1,1000,10,5
3776,0.1,1000,10,5
3777,0.1,1000,10,5
3778,0.1,1000,10,5
3779,0.1,1000,10,5
3780,0.1,1000,10,5
3781,0.1,1000,10,5
3782,0.1,1000,10,5
3783,0.1,1000,10,5
3784,0.1,1000,10,5
3785,0.1,1000,10,5
3786,0.1,1000,10,5
3787,0.1,1000,10,5
3788,0.1,1000,10,5
3789,0.1,1000,10,5
3790,0.1,1000,10,5
3791,0.1,1000,10,5
3792,0.1,1000,10,5
3793,0.1,1000,10,5
3794,0.1,1000,10,5
3795,0.1,1000,10,5
3796,0.1,1000,10,5
3797,0.1,1000,10,5
3798,0.1,1000,10,5
3799,0.1,1000,10,5
3800,0.1,30,30,5
3801,0.1,30,30,5
3802,0.1,30,30,5
3803,0.1,30,30,5
3804,0.1,30,30,5
3805,0.1,30,30,5
3806,0.1,30,30,5
3807,0.1,30,30,5
3808,0.1,30,30,5
3809,0.1,30,30,5
3810,0.1,30,30,5
3811,0.1,30,30,5
3812,0.1,30,30,5
3813,0.1,30,30,5
3814,0.1,30,30,5
3815,0.1,30,30,5
3816,0.1,30,30,5
3817,0.1,30,30,5
3818,0.1,30,30,5
3819,0.1,30,30,5
3820,0.1,30,30,5
3821,0.1,30,30,5
3822,0.1,30,30,5
3823,0.1,30,30,5
3824,0.1,30,30,5
3825,0.1,30,30,5
3826,0.1,30,30,5
3827,0.1,30,30,5
3828,0.1,30,30,5
3829,0.1,30,30,5
3830,0.1,30,30,5
3831,0.1,30,30,5
3832,0.1,30,30,5
3833,0.1,30,30,5
3834,0.1,30,30,5
3835,0.1,30,30,5
3836,0.1,30,30,5
3837,0.1,30,30,5
3838,0.1,30,30,5
3839,0.1,30,30,5
3840,0.1,30,30,5
3841,0.1,30,30,5
3842,0.1,30,30,5
3843,0.1,30,30,5
3844,0.1,30,30,5
3845,0.1,30,30,5
3846,0.1,30,30,5
3847,0.1,30,30,5
3848,0.1,30,30,5
3849,0.1,30,30,5
3850,0.1,100,30,5
3851,0.1,100,30,5
3852,0.1,100,30,5
3853,0.1,100,30,5
3854,0.1,100,30,5
3855,0.1,100,30,5
3856,0.1,100,30,5
3857,0.1,100,30,5
3858,0.1,100,30,5
3859,0.1,100,30,5
3860,0.1,100,30,5
3861,0.1,100,30,5
3862,0.1,100,30,5
3863,0.1,100,30,5
3864,0.1,100,30,5
3865,0.1,100,30,5
3866,0.1,100,30,5
3867,0.1,100,30,5
3868,0.1,100,30,5
3869,0.1,100,30,5
3870,0.1,100,30,5
3871,0.1,100,30,5
3872,0.1,100,30,5
3873,0.1,100,30,5
3874,0.1,100,30,5
3875,0.1,100,30,5
3876,0.1,100,30,5
3877,0.1,100,30,5
3878,0.1,100,30,5
3879,0.1,100,30,5
3880,0.1,100,30,5
3881,0.1,100,30,5
3882,0.1,100,30,5
3883,0.1,100,30,5
3884,0.1,100,30,5
3885,0.1,100,30,5
3886,0.1,100,30,5
3887,0.1,100,30,5
3888,0.1,100,30,5
3889,0.1,100,30,5
3890,0.1,100,30,5
3891,0.1,100,30,5
3892,0.1,100,30,5
3893,0.1,100,30,5
3894,0.1,100,30,5
3895,0.1,100,30,5
3896,0.1,100,30,5
3897,0.1,100,30,5
3898,0.1,100,30,5
3899,0.1,100,30,5
3900,0.1,300,30,5
3901,0.1,300,30,5
3902,0.1,300,30,5
3903,0.1,300,30,5
3904,0.1,300,30,5
3905,0.1,300,30,5
3906,0.1,300,30,5
3907,0.1,300,30,5
3908,0.1,300,30,5
3909,0.1,300,30,5
3910,0.1,300,30,5
3911,0.1,300,30,5
3912,0.1,300,30,5
3913,0.1,300,30,5
3914,0.1,300,30,5
3915,0.1,300,30,5
3916,0.1,300,30,5
3917,0.1,300,30,5
3918,0.1,300,30,5
3919,0.1,300,30,5
3920,0.1,300,30,5
3921,0.1,300,30,5
3922,0.1,300,30,5
3923,0.1,300,30,5
3924,0.1,300,30,5
3925,0.1,300,30,5
3926,0.1,300,30,5
3927,0.1,300,30,5
3928,0.1,300,30,5
3929,0.1,300,30,5
3930,0.1,300,30,5
3931,0.1,300,30,5
3932,0.1,300,30,5
3933,0.1,300,30,5
3934,0.1,300,30,5
3935,0.1,300,30,5
3936,0.1,300,30,5
3937,0.1,300,30,5
3938,0.1,300,30,5
3939,0.1,300,30,5
3940,0.1,300,30,5
3941,0.1,300,30,5
3942,0.1,300,30,5
3943,0.1,300,30,5
3944,0.1,300,30,5
3945,0.1,300,30,5
3946,0.1,300,30,5
3947,0.1,300,30,5
3948,0.1,300,30,5
3949,0.1,300,30,5
3950,0.1,1000,30,5
3951,0.1,1000,30,5
3952,0.1,1000,30,5
3953,0.1,1000,30,5
3954,0.1,1000,30,5
3955,0.1,1000,30,5
3956,0.1,1000,30,5
3957,0.1,1000,30,5
3958,0.1,1000,30,5
3959,0.1,1000,30,5
3960,0.1,1000,30,5
3961,0.1,1000,30,5
3962,0.1,1000,30,5
3963,0.1,1000,30,5
3964,0.1,1000,30,5
3965,0.1,1000,30,5
3966,0.1,1000,30,5
3967,0.1,1000,30,5
3968,0.1,1000,30,5
3969,0.1,1000,30,5
3970,0.1,1000,30,5
3971,0.1,1000,30,5
3972,0.1,1000,30,5
3973,0.1,1000,30,5
3974,0.1,1000,30,5
3975,0.1,1000,30,5
3976,0.1,1000,30,5
3977,0.1,1000,30,5
3978,0.1,1000,30,5
3979,0.1,1000,30,5
3980,0.1,1000,30,5
3981,0.1,1000,30,5
3982,0.1,1000,30,5
3983,0.1,1000,30,5
3984,0.1,1000,30,5
3985,0.1,1000,30,5
3986,0.1,1000,30,5
3987,0.1,1000,30,5
3988,0.1,1000,30,5
3989,0.1,1000,30,5
3990,0.1,1000,30,5
3991,0.1,1000,30,5
3992,0.1,1000,30,5
3993,0.1,1000,30,5
3994,0.1,1000,30,5
3995,0.1,1000,30,5
3996,0.1,1000,30,5
3997,0.1,1000,30,5
3998,0.1,1000,30,5
3999,0.1,1000,30,5
4000,0.1,30,100,5
4001,0.1,30,100,5
4002,0.1,30,100,5
4003,0.1,30,100,5
4004,0.1,30,100,5
4005,0.1,30,100,5
4006,0.1,30,100,5
4007,0.1,30,100,5
4008,0.1,30,100,5
4009,0.1,30,100,5
4010,0.1,30,100,5
4011,0.1,30,100,5
4012,0.1,30,100,5
4013,0.1,30,100,5
4014,0.1,30,100,5
4015,0.1,30,100,5
4016,0.1,30,100,5
4017,0.1,30,100,5
4018,0.1,30,100,5
4019,0.1,30,100,5
4020,0.1,30,100,5
4021,0.1,30,100,5
4022,0.1,30,100,5
4023,0.1,30,100,5
4024,0.1,30,100,5
4025,0.1,30,100,5
4026,0.1,30,100,5
4027,0.1,30,100,5
4028,0.1,30,100,5
4029,0.1,30,100,5
4030,0.1,30,100,5
4031,0.1,30,100,5
4032,0.1,30,100,5
4033,0.1,30,100,5
4034,0.1,30,100,5
4035,0.1,30,100,5
4036,0.1,30,100,5
4037,0.1,30,100,5
4038,0.1,30,100,5
4039,0.1,30,100,5
4040,0.1,30,100,5
4041,0.1,30,100,5
4042,0.1,30,100,5
4043,0.1,30,100,5
4044,0.1,30,100,5
4045,0.1,30,100,5
4046,0.1,30,100,5
4047,0.1,30,100,5
4048,0.1,30,100,5
4049,0.1,30,100,5
4050,0.1,100,100,5
4051,0.1,100,100,5
4052,0.1,100,100,5
4053,0.1,100,100,5
4054,0.1,100,100,5
4055,0.1,100,100,5
4056,0.1,100,100,5
4057,0.1,100,100,5
4058,0.1,100,100,5
4059,0.1,100,100,5
4060,0.1,100,100,5
4061,0.1,100,100,5
4062,0.1,100,100,5
4063,0.1,100,100,5
4064,0.1,100,100,5
4065,0.1,100,100,5
4066,0.1,100,100,5
4067,0.1,100,100,5
4068,0.1,100,100,5
4069,0.1,100,100,5
4070,0.1,100,100,5
4071,0.1,100,100,5
4072,0.1,100,100,5
4073,0.1,100,100,5
4074,0.1,100,100,5
4075,0.1,100,100,5
4076,0.1,100,100,5
4077,0.1,100,100,5
4078,0.1,100,100,5
4079,0.1,100,100,5
4080,0.1,100,100,5
4081,0.1,100,100,5
4082,0.1,100,100,5
4083,0.1,100,100,5
4084,0.1,100,100,5
4085,0.1,100,100,5
4086,0.1,100,100,5
4087,0.1,100,100,5
4088,0.1,100,100,5
4089,0.1,100,100,5
4090,0.1,100,100,5
4091,0.1,100,100,5
4092,0.1,100,100,5
4093,0.1,100,100,5
4094,0.1,100,100,5
4095,0.1,100,100,5
4096,0.1,100,100,5
4097,0.1,100,100,5
4098,0.1,100,100,5
4099,0.1,100,100,5
4100,0.1,300,100,5
